1617981936.954980,10.10.1.100:44926,7,21,21,21
1617981937.018275,10.10.1.100:44928,10,21,23,23
1617981937.020140,10.10.1.100:44924,0,27,26,26
1617981937.021866,10.10.1.100:44926,0,21,21,21
1617981937.121856,10.10.1.100:44928,10,21,23,23
1617981937.123732,10.10.1.100:44924,0,27,26,26
1617981937.125514,10.10.1.100:44926,0,21,21,21
1617981937.218494,10.10.1.100:44928,4,21,23,23
1617981937.219480,10.10.1.100:44924,0,27,26,26
1617981937.220564,10.10.1.100:44926,0,21,21,21
1617981937.285629,10.10.1.100:44928,0,21,23,23
1617981937.287921,10.10.1.100:44924,0,27,26,26
1617981937.289999,10.10.1.100:44926,0,21,21,21
1617981937.387575,10.10.1.100:44928,1,22,19,11
1617981937.389427,10.10.1.100:44924,0,27,26,26
1617981937.391187,10.10.1.100:44926,0,21,21,21
1617981937.492514,10.10.1.100:44928,1,22,19,11
1617981937.494504,10.10.1.100:44924,0,27,26,26
1617981937.496174,10.10.1.100:44926,0,21,21,21
1617981937.598987,10.10.1.100:44928,1,22,18,11
1617981937.600793,10.10.1.100:44924,0,27,26,26
1617981937.602549,10.10.1.100:44926,0,21,21,21
1617981937.704120,10.10.1.100:44928,1,22,18,11
1617981937.706071,10.10.1.100:44924,0,27,27,26
1617981937.707773,10.10.1.100:44926,0,21,21,21
1617981937.788217,10.10.1.100:44928,1,22,18,11
1617981937.790123,10.10.1.100:44924,0,27,27,26
1617981937.791132,10.10.1.100:44926,0,21,21,21
1617981937.891125,10.10.1.100:44928,1,22,18,11
1617981937.892943,10.10.1.100:44924,0,27,27,26
1617981937.894737,10.10.1.100:44926,0,21,22,21
1617981937.997479,10.10.1.100:44928,1,22,17,11
1617981937.999475,10.10.1.100:44924,0,27,27,26
1617981938.001290,10.10.1.100:44926,0,21,22,21
1617981938.093246,10.10.1.100:44928,1,22,13,11
1617981938.094319,10.10.1.100:44924,0,27,27,26
1617981938.095275,10.10.1.100:44926,0,21,22,21
1617981938.188277,10.10.1.100:44928,0,22,11,11
1617981938.190489,10.10.1.100:44924,0,27,27,26
1617981938.192210,10.10.1.100:44926,0,21,22,21
1617981938.288344,10.10.1.100:44928,0,22,11,11
1617981938.290247,10.10.1.100:44924,0,27,27,26
1617981938.291965,10.10.1.100:44926,0,21,22,21
1617981938.394673,10.10.1.100:44928,0,22,11,11
1617981938.396587,10.10.1.100:44924,0,27,27,26
1617981938.398284,10.10.1.100:44926,0,21,22,21
1617981938.500938,10.10.1.100:44928,0,22,11,11
1617981938.502873,10.10.1.100:44924,0,27,28,26
1617981938.504656,10.10.1.100:44926,0,21,22,21
1617981938.604079,10.10.1.100:44928,0,22,11,11
1617981938.605966,10.10.1.100:44924,0,27,28,26
1617981938.607637,10.10.1.100:44926,0,21,22,21
1617981938.707620,10.10.1.100:44928,0,22,11,11
1617981938.709670,10.10.1.100:44924,0,27,28,26
1617981938.711438,10.10.1.100:44926,0,21,23,21
1617981938.810973,10.10.1.100:44928,0,22,11,11
1617981938.812752,10.10.1.100:44924,0,27,28,26
1617981938.814516,10.10.1.100:44926,0,21,23,21
1617981938.913497,10.10.1.100:44928,0,22,12,11
1617981938.916111,10.10.1.100:44924,0,27,28,26
1617981938.917806,10.10.1.100:44926,0,21,23,21
1617981939.022107,10.10.1.100:44928,0,22,12,11
1617981939.023937,10.10.1.100:44924,0,27,28,26
1617981939.025726,10.10.1.100:44926,0,21,23,21
1617981939.126348,10.10.1.100:44928,0,22,12,11
1617981939.128179,10.10.1.100:44924,0,27,28,26
1617981939.129903,10.10.1.100:44926,0,21,23,21
1617981939.230465,10.10.1.100:44928,0,22,12,11
1617981939.232365,10.10.1.100:44924,0,27,29,26
1617981939.234125,10.10.1.100:44926,0,21,23,21
1617981939.336113,10.10.1.100:44928,0,22,12,11
1617981939.338121,10.10.1.100:44924,0,27,29,26
1617981939.339783,10.10.1.100:44926,0,21,23,21
1617981939.439518,10.10.1.100:44928,0,22,12,11
1617981939.441468,10.10.1.100:44924,0,27,29,26
1617981939.443303,10.10.1.100:44926,0,21,24,21
1617981939.505763,10.10.1.100:44928,0,22,12,11
1617981939.506921,10.10.1.100:44924,0,27,29,26
1617981939.507887,10.10.1.100:44926,0,21,24,21
1617981939.577798,10.10.1.100:44928,0,22,12,11
1617981939.579520,10.10.1.100:44924,0,27,29,26
1617981939.581319,10.10.1.100:44926,0,21,24,21
1617981939.684635,10.10.1.100:44928,0,22,13,11
1617981939.686520,10.10.1.100:44924,0,27,29,26
1617981939.688213,10.10.1.100:44926,0,21,24,21
1617981939.786674,10.10.1.100:44928,0,22,13,11
1617981939.788599,10.10.1.100:44924,0,27,29,26
1617981939.790300,10.10.1.100:44926,0,21,24,21
1617981939.891027,10.10.1.100:44928,0,22,13,11
1617981939.892828,10.10.1.100:44924,0,27,29,26
1617981939.894571,10.10.1.100:44926,0,21,24,21
1617981939.978828,10.10.1.100:44928,0,22,13,11
1617981939.979819,10.10.1.100:44924,0,27,30,26
1617981939.980735,10.10.1.100:44926,0,21,24,21
1617981940.035319,10.10.1.100:44928,0,22,13,11
1617981940.036373,10.10.1.100:44924,0,27,30,26
1617981940.037432,10.10.1.100:44926,0,21,24,21
1617981940.107958,10.10.1.100:44928,0,22,13,11
1617981940.109897,10.10.1.100:44924,0,27,30,26
1617981940.111586,10.10.1.100:44926,0,21,24,21
1617981940.215102,10.10.1.100:44928,0,22,13,11
1617981940.217041,10.10.1.100:44924,0,27,30,26
1617981940.218737,10.10.1.100:44926,0,21,25,21
1617981940.317795,10.10.1.100:44928,0,22,13,11
1617981940.319649,10.10.1.100:44924,0,27,30,26
1617981940.321343,10.10.1.100:44926,0,21,25,21
1617981940.381446,10.10.1.100:44928,0,22,13,11
1617981940.382607,10.10.1.100:44924,0,27,30,26
1617981940.383581,10.10.1.100:44926,0,21,25,21
1617981940.437674,10.10.1.100:44928,0,22,14,11
1617981940.438714,10.10.1.100:44924,0,27,30,26
1617981940.439693,10.10.1.100:44926,0,21,25,21
1617981940.494159,10.10.1.100:44928,0,22,14,11
1617981940.495192,10.10.1.100:44924,0,27,30,26
1617981940.496114,10.10.1.100:44926,0,21,25,21
1617981940.557773,10.10.1.100:44928,0,22,14,11
1617981940.559591,10.10.1.100:44924,0,27,30,26
1617981940.561301,10.10.1.100:44926,0,21,25,21
1617981940.660245,10.10.1.100:44928,0,22,14,11
1617981940.662395,10.10.1.100:44924,0,27,30,26
1617981940.664076,10.10.1.100:44926,0,21,25,21
1617981940.738784,10.10.1.100:44928,0,22,14,11
1617981940.739744,10.10.1.100:44924,0,27,30,26
1617981940.740672,10.10.1.100:44926,0,21,25,21
1617981940.833241,10.10.1.100:44928,0,22,14,11
1617981940.835413,10.10.1.100:44924,0,27,31,26
1617981940.837214,10.10.1.100:44926,0,21,25,21
1617981940.936026,10.10.1.100:44928,0,22,14,11
1617981940.937842,10.10.1.100:44924,0,27,31,26
1617981940.939610,10.10.1.100:44926,0,21,25,21
1617981941.001940,10.10.1.100:44928,0,22,14,11
1617981941.002936,10.10.1.100:44924,0,27,31,26
1617981941.003870,10.10.1.100:44926,0,21,26,21
1617981941.057400,10.10.1.100:44928,0,22,14,11
1617981941.058448,10.10.1.100:44924,0,27,31,26
1617981941.059410,10.10.1.100:44926,0,21,26,21
1617981941.132042,10.10.1.100:44928,0,22,14,11
1617981941.133290,10.10.1.100:44924,0,27,31,26
1617981941.134243,10.10.1.100:44926,0,21,26,21
1617981941.215391,10.10.1.100:44928,0,22,14,11
1617981941.216780,10.10.1.100:44924,0,27,31,26
1617981941.218135,10.10.1.100:44926,0,21,26,21
1617981941.275379,10.10.1.100:44928,0,22,15,11
1617981941.277214,10.10.1.100:44924,0,27,31,26
1617981941.278989,10.10.1.100:44926,0,21,26,21
1617981941.378476,10.10.1.100:44928,0,22,15,11
1617981941.380364,10.10.1.100:44924,0,27,31,26
1617981941.381694,10.10.1.100:44926,0,21,26,21
1617981941.479442,10.10.1.100:44928,0,22,15,11
1617981941.481363,10.10.1.100:44924,0,27,31,26
1617981941.483045,10.10.1.100:44926,0,21,26,21
1617981941.582349,10.10.1.100:44928,0,22,15,11
1617981941.584440,10.10.1.100:44924,0,27,31,26
1617981941.585417,10.10.1.100:44926,0,21,26,21
1617981941.639170,10.10.1.100:44928,0,22,15,11
1617981941.640176,10.10.1.100:44924,1,28,30,16
1617981941.641123,10.10.1.100:44926,0,21,26,21
1617981941.698346,10.10.1.100:44928,0,22,15,11
1617981941.700216,10.10.1.100:44924,1,28,29,16
1617981941.701931,10.10.1.100:44926,0,21,26,21
1617981941.801915,10.10.1.100:44928,0,22,15,11
1617981941.803759,10.10.1.100:44924,1,28,28,16
1617981941.805475,10.10.1.100:44926,0,21,26,21
1617981941.894597,10.10.1.100:44928,0,22,15,11
1617981941.896579,10.10.1.100:44924,1,28,28,16
1617981941.898339,10.10.1.100:44926,1,22,24,13
1617981941.998329,10.10.1.100:44928,0,22,15,11
1617981942.000197,10.10.1.100:44924,1,28,28,16
1617981942.001924,10.10.1.100:44926,1,22,21,13
1617981942.093758,10.10.1.100:44928,0,22,15,11
1617981942.094874,10.10.1.100:44924,1,28,28,16
1617981942.095846,10.10.1.100:44926,1,22,20,13
1617981942.151143,10.10.1.100:44928,0,22,16,11
1617981942.152357,10.10.1.100:44924,1,28,27,16
1617981942.153504,10.10.1.100:44926,1,22,20,13
1617981942.251856,10.10.1.100:44928,0,22,16,11
1617981942.253661,10.10.1.100:44924,1,28,24,16
1617981942.255332,10.10.1.100:44926,1,22,20,13
1617981942.345234,10.10.1.100:44928,0,22,16,11
1617981942.346283,10.10.1.100:44924,1,28,22,16
1617981942.347273,10.10.1.100:44926,2,23,18,13
1617981942.401881,10.10.1.100:44928,0,22,16,11
1617981942.402975,10.10.1.100:44924,1,28,18,16
1617981942.403923,10.10.1.100:44926,2,23,18,13
1617981942.459382,10.10.1.100:44928,0,22,16,11
1617981942.460362,10.10.1.100:44924,1,29,16,16
1617981942.461316,10.10.1.100:44926,2,23,18,13
1617981942.516651,10.10.1.100:44928,0,22,16,11
1617981942.517720,10.10.1.100:44924,1,29,16,16
1617981942.518673,10.10.1.100:44926,2,23,17,13
1617981942.574462,10.10.1.100:44928,0,22,16,11
1617981942.575540,10.10.1.100:44924,1,29,16,16
1617981942.576526,10.10.1.100:44926,2,23,15,13
1617981942.632798,10.10.1.100:44928,0,22,16,11
1617981942.633828,10.10.1.100:44924,1,29,16,16
1617981942.635204,10.10.1.100:44926,2,23,13,13
1617981942.733992,10.10.1.100:44928,0,22,16,11
1617981942.735816,10.10.1.100:44924,1,29,16,16
1617981942.737610,10.10.1.100:44926,1,23,13,13
1617981942.839554,10.10.1.100:44928,0,22,16,11
1617981942.841525,10.10.1.100:44924,1,29,16,16
1617981942.843664,10.10.1.100:44926,1,23,13,13
1617981942.951093,10.10.1.100:44928,0,22,17,11
1617981942.952942,10.10.1.100:44924,1,29,16,16
1617981942.954715,10.10.1.100:44926,1,23,13,13
1617981943.056562,10.10.1.100:44928,0,22,17,11
1617981943.058391,10.10.1.100:44924,1,29,16,16
1617981943.060131,10.10.1.100:44926,0,23,13,13
1617981943.125970,10.10.1.100:44928,0,22,17,11
1617981943.126933,10.10.1.100:44924,0,29,16,16
1617981943.127886,10.10.1.100:44926,0,23,13,13
1617981943.182995,10.10.1.100:44928,0,22,17,11
1617981943.184102,10.10.1.100:44924,0,29,16,16
1617981943.185309,10.10.1.100:44926,0,23,13,13
1617981943.257838,10.10.1.100:44928,0,22,17,11
1617981943.260353,10.10.1.100:44924,0,29,16,16
1617981943.262778,10.10.1.100:44926,0,23,13,13
1617981943.363029,10.10.1.100:44928,0,22,17,11
1617981943.364850,10.10.1.100:44924,0,29,16,16
1617981943.366562,10.10.1.100:44926,0,23,14,13
1617981943.470439,10.10.1.100:44928,0,22,18,11
1617981943.473101,10.10.1.100:44924,0,29,16,16
1617981943.475030,10.10.1.100:44926,0,23,14,13
1617981943.577960,10.10.1.100:44928,0,22,18,11
1617981943.579820,10.10.1.100:44924,0,29,16,16
1617981943.581560,10.10.1.100:44926,0,23,14,13
1617981943.683303,10.10.1.100:44928,0,22,18,11
1617981943.685186,10.10.1.100:44924,0,29,17,16
1617981943.686881,10.10.1.100:44926,0,23,14,13
1617981943.786828,10.10.1.100:44928,0,22,18,11
1617981943.788647,10.10.1.100:44924,0,29,17,16
1617981943.790392,10.10.1.100:44926,0,23,14,13
1617981943.896241,10.10.1.100:44928,0,22,18,11
1617981943.898188,10.10.1.100:44924,0,29,17,16
1617981943.899867,10.10.1.100:44926,0,23,15,13
1617981943.982911,10.10.1.100:44928,0,22,19,11
1617981943.983964,10.10.1.100:44924,0,29,17,16
1617981943.984896,10.10.1.100:44926,0,23,15,13
1617981944.047997,10.10.1.100:44928,0,22,19,11
1617981944.049925,10.10.1.100:44924,0,29,17,16
1617981944.051599,10.10.1.100:44926,0,23,15,13
1617981944.156294,10.10.1.100:44928,0,22,19,11
1617981944.158224,10.10.1.100:44924,0,29,17,16
1617981944.159937,10.10.1.100:44926,0,23,15,13
1617981944.261162,10.10.1.100:44928,0,22,19,11
1617981944.263074,10.10.1.100:44924,0,29,18,16
1617981944.264760,10.10.1.100:44926,0,23,15,13
1617981944.364503,10.10.1.100:44928,0,22,19,11
1617981944.366404,10.10.1.100:44924,0,29,18,16
1617981944.368159,10.10.1.100:44926,0,23,15,13
1617981944.471069,10.10.1.100:44928,0,22,19,11
1617981944.472853,10.10.1.100:44924,0,29,18,16
1617981944.474555,10.10.1.100:44926,0,23,15,13
1617981944.573773,10.10.1.100:44928,0,22,19,11
1617981944.575627,10.10.1.100:44924,0,29,18,16
1617981944.577339,10.10.1.100:44926,0,23,16,13
1617981944.635647,10.10.1.100:44928,0,22,20,11
1617981944.636758,10.10.1.100:44924,0,29,18,16
1617981944.637744,10.10.1.100:44926,0,23,16,13
1617981944.736564,10.10.1.100:44928,0,22,20,11
1617981944.738412,10.10.1.100:44924,0,29,18,16
1617981944.740108,10.10.1.100:44926,0,23,16,13
1617981944.840394,10.10.1.100:44928,0,22,20,11
1617981944.842343,10.10.1.100:44924,0,29,18,16
1617981944.844006,10.10.1.100:44926,0,23,16,13
1617981944.944841,10.10.1.100:44928,0,22,20,11
1617981944.946697,10.10.1.100:44924,0,29,19,16
1617981944.948364,10.10.1.100:44926,0,23,16,13
1617981945.036576,10.10.1.100:44928,0,22,20,11
1617981945.038555,10.10.1.100:44924,0,29,19,16
1617981945.040250,10.10.1.100:44926,0,23,16,13
1617981945.139623,10.10.1.100:44928,0,22,20,11
1617981945.141686,10.10.1.100:44924,0,29,19,16
1617981945.143434,10.10.1.100:44926,0,23,16,13
1617981945.231478,10.10.1.100:44928,0,22,20,11
1617981945.232589,10.10.1.100:44924,0,29,19,16
1617981945.233594,10.10.1.100:44926,0,23,17,13
1617981945.289950,10.10.1.100:44928,0,22,21,11
1617981945.290977,10.10.1.100:44924,0,29,19,16
1617981945.291960,10.10.1.100:44926,0,23,17,13
1617981945.346721,10.10.1.100:44928,0,22,21,11
1617981945.347783,10.10.1.100:44924,0,29,19,16
1617981945.348853,10.10.1.100:44926,0,23,17,13
1617981945.403076,10.10.1.100:44928,0,22,21,11
1617981945.404101,10.10.1.100:44924,0,29,19,16
1617981945.405060,10.10.1.100:44926,0,23,17,13
1617981945.459350,10.10.1.100:44928,0,22,21,11
1617981945.460655,10.10.1.100:44924,0,29,19,16
1617981945.461743,10.10.1.100:44926,0,23,17,13
1617981945.516314,10.10.1.100:44928,0,22,21,11
1617981945.517388,10.10.1.100:44924,0,29,20,16
1617981945.518489,10.10.1.100:44926,0,23,17,13
1617981945.572770,10.10.1.100:44928,0,22,21,11
1617981945.573812,10.10.1.100:44924,0,29,20,16
1617981945.574757,10.10.1.100:44926,0,23,17,13
1617981945.631592,10.10.1.100:44928,0,22,21,11
1617981945.632657,10.10.1.100:44924,0,29,20,16
1617981945.633657,10.10.1.100:44926,0,23,17,13
1617981945.733295,10.10.1.100:44928,0,22,21,11
1617981945.735430,10.10.1.100:44924,0,29,20,16
1617981945.737256,10.10.1.100:44926,0,23,17,13
1617981945.836449,10.10.1.100:44928,0,22,21,11
1617981945.837648,10.10.1.100:44924,0,29,20,16
1617981945.838677,10.10.1.100:44926,0,23,17,13
1617981945.894542,10.10.1.100:44928,0,22,21,11
1617981945.895561,10.10.1.100:44924,0,29,20,16
1617981945.896537,10.10.1.100:44926,0,23,18,13
1617981945.952370,10.10.1.100:44928,0,22,22,11
1617981945.953348,10.10.1.100:44924,0,29,20,16
1617981945.954412,10.10.1.100:44926,0,23,18,13
1617981946.009512,10.10.1.100:44928,0,22,22,11
1617981946.010496,10.10.1.100:44924,0,29,20,16
1617981946.011538,10.10.1.100:44926,0,23,18,13
1617981946.085195,10.10.1.100:44928,0,22,22,11
1617981946.087116,10.10.1.100:44924,0,29,20,16
1617981946.088890,10.10.1.100:44926,0,23,18,13
1617981946.183327,10.10.1.100:44928,0,22,22,11
1617981946.184453,10.10.1.100:44924,0,29,20,16
1617981946.185471,10.10.1.100:44926,0,23,18,13
1617981946.246435,10.10.1.100:44928,0,22,22,11
1617981946.247468,10.10.1.100:44924,0,29,21,16
1617981946.248360,10.10.1.100:44926,0,23,18,13
1617981946.302385,10.10.1.100:44928,0,22,22,11
1617981946.303366,10.10.1.100:44924,0,29,21,16
1617981946.304307,10.10.1.100:44926,0,23,18,13
1617981946.358478,10.10.1.100:44928,0,22,22,11
1617981946.359513,10.10.1.100:44924,0,29,21,16
1617981946.360489,10.10.1.100:44926,0,23,18,13
1617981946.414482,10.10.1.100:44928,0,22,22,11
1617981946.416244,10.10.1.100:44924,0,29,21,16
1617981946.417941,10.10.1.100:44926,0,23,18,13
1617981946.516131,10.10.1.100:44928,0,22,22,11
1617981946.518042,10.10.1.100:44924,0,29,21,16
1617981946.519699,10.10.1.100:44926,0,23,18,13
1617981946.603281,10.10.1.100:44928,0,22,22,11
1617981946.604285,10.10.1.100:44924,0,29,21,16
1617981946.605278,10.10.1.100:44926,0,23,19,13
1617981946.659126,10.10.1.100:44928,0,22,22,11
1617981946.660174,10.10.1.100:44924,0,29,21,16
1617981946.661106,10.10.1.100:44926,0,23,19,13
1617981946.715061,10.10.1.100:44928,0,22,23,11
1617981946.716043,10.10.1.100:44924,0,29,21,16
1617981946.717068,10.10.1.100:44926,0,23,19,13
1617981946.806256,10.10.1.100:44928,0,22,23,11
1617981946.808155,10.10.1.100:44924,0,29,21,16
1617981946.809863,10.10.1.100:44926,0,23,19,13
1617981946.910035,10.10.1.100:44928,0,22,23,11
1617981946.911962,10.10.1.100:44924,0,29,21,16
1617981946.914932,10.10.1.100:44926,0,23,19,13
1617981947.019332,10.10.1.100:44928,0,22,23,11
1617981947.021701,10.10.1.100:44924,0,29,22,16
1617981947.023659,10.10.1.100:44926,0,23,19,13
1617981947.106731,10.10.1.100:44928,0,22,23,11
1617981947.107961,10.10.1.100:44924,0,29,22,16
1617981947.109055,10.10.1.100:44926,0,23,19,13
1617981947.163588,10.10.1.100:44928,0,22,23,11
1617981947.165193,10.10.1.100:44924,0,29,22,16
1617981947.166889,10.10.1.100:44926,0,23,19,13
1617981947.266568,10.10.1.100:44928,0,22,23,11
1617981947.268657,10.10.1.100:44924,0,29,22,16
1617981947.270525,10.10.1.100:44926,0,23,19,13
1617981947.354426,10.10.1.100:44928,0,22,23,11
1617981947.355460,10.10.1.100:44924,0,29,22,16
1617981947.356432,10.10.1.100:44926,0,23,20,13
1617981947.411097,10.10.1.100:44928,0,22,23,11
1617981947.412250,10.10.1.100:44924,0,29,22,16
1617981947.413313,10.10.1.100:44926,0,23,20,13
1617981947.501741,10.10.1.100:44928,0,22,24,11
1617981947.503715,10.10.1.100:44924,0,29,22,16
1617981947.505460,10.10.1.100:44926,0,23,20,13
1617981947.611140,10.10.1.100:44928,0,22,24,11
1617981947.613097,10.10.1.100:44924,0,29,22,16
1617981947.614905,10.10.1.100:44926,0,23,20,13
1617981947.713447,10.10.1.100:44928,0,22,24,11
1617981947.714462,10.10.1.100:44924,0,29,22,16
1617981947.715407,10.10.1.100:44926,0,23,20,13
1617981947.769840,10.10.1.100:44928,0,22,24,11
1617981947.771114,10.10.1.100:44924,0,29,23,16
1617981947.772216,10.10.1.100:44926,0,23,20,13
1617981947.872727,10.10.1.100:44928,0,22,24,11
1617981947.874651,10.10.1.100:44924,0,29,23,16
1617981947.876356,10.10.1.100:44926,0,23,20,13
1617981947.969595,10.10.1.100:44928,0,22,24,11
1617981947.970682,10.10.1.100:44924,0,29,23,16
1617981947.971629,10.10.1.100:44926,0,23,20,13
1617981948.027884,10.10.1.100:44928,0,22,24,11
1617981948.028939,10.10.1.100:44924,0,29,23,16
1617981948.029962,10.10.1.100:44926,0,23,20,13
1617981948.110088,10.10.1.100:44928,0,22,24,11
1617981948.111893,10.10.1.100:44924,0,29,23,16
1617981948.113646,10.10.1.100:44926,0,23,20,13
1617981948.214912,10.10.1.100:44928,0,22,24,11
1617981948.216762,10.10.1.100:44924,0,29,23,16
1617981948.218487,10.10.1.100:44926,0,23,21,13
1617981948.320179,10.10.1.100:44928,0,22,25,11
1617981948.322076,10.10.1.100:44924,0,29,23,16
1617981948.323794,10.10.1.100:44926,0,23,21,13
1617981948.425763,10.10.1.100:44928,0,22,25,11
1617981948.427569,10.10.1.100:44924,0,29,23,16
1617981948.429380,10.10.1.100:44926,0,23,21,13
1617981948.498599,10.10.1.100:44928,0,22,25,11
1617981948.499698,10.10.1.100:44924,0,29,23,16
1617981948.500769,10.10.1.100:44926,0,23,21,13
1617981948.575400,10.10.1.100:44928,0,22,25,11
1617981948.577601,10.10.1.100:44924,0,29,24,16
1617981948.579576,10.10.1.100:44926,0,23,21,13
1617981948.681879,10.10.1.100:44928,0,22,25,11
1617981948.683799,10.10.1.100:44924,0,29,24,16
1617981948.685563,10.10.1.100:44926,0,23,21,13
1617981948.784744,10.10.1.100:44928,0,22,25,11
1617981948.786572,10.10.1.100:44924,0,29,24,16
1617981948.788298,10.10.1.100:44926,0,23,21,13
1617981948.894271,10.10.1.100:44928,0,22,25,11
1617981948.896268,10.10.1.100:44924,0,29,24,16
1617981948.897343,10.10.1.100:44926,0,23,21,13
1617981948.992674,10.10.1.100:44928,0,22,25,11
1617981948.994589,10.10.1.100:44924,0,29,24,16
1617981948.996294,10.10.1.100:44926,0,23,21,13
1617981949.098331,10.10.1.100:44928,0,22,25,11
1617981949.100311,10.10.1.100:44924,0,29,24,16
1617981949.102027,10.10.1.100:44926,0,23,22,13
1617981949.203780,10.10.1.100:44928,0,22,26,11
1617981949.205723,10.10.1.100:44924,0,29,24,16
1617981949.207390,10.10.1.100:44926,0,23,22,13
